Dataset,g_lat,g_lon,Count
Drillhole Original,-637,2369,150
Drillhole Original,-637,2351,150
Drillhole Original,-635,2368,148
Drillhole Original,-645,2347,148
Drillhole Original,-648,2380,147
Drillhole Original,-667,2360,145
Drillhole Original,-668,2362,145
Drillhole Original,-676,2379,145
Drillhole Original,-580,2346,145
Drillhole Original,-626,2394,145
Drillhole Original,-652,2416,144
Drillhole Original,-632,2346,144
Drillhole Original,-675,2430,144
Drillhole Original,-617,2404,142
Drillhole Original,-616,2388,142
Drillhole Original,-658,2399,142
Drillhole Original,-656,2424,141
Drillhole Original,-621,2382,140
Drillhole Original,-578,2362,140
Drillhole Original,-611,2323,140
Drillhole Original,-575,2328,140
Drillhole Original,-637,2392,138
Drillhole Original,-630,2420,138
Drillhole Original,-631,2395,138
Drillhole Original,-575,2334,136
Drillhole Original,-563,2334,134
Drillhole Original,-662,2420,134
Drillhole Original,-584,2370,134
Drillhole Original,-642,2343,134
Drillhole Original,-567,2356,134
Drillhole Original,-635,2391,133
Drillhole Original,-655,2373,133
Drillhole Original,-674,2319,133
Drillhole Original,-565,2329,133
Drillhole Original,-620,2383,133
Drillhole Original,-614,2370,132
Drillhole Original,-622,2420,132
Drillhole Original,-637,2352,132
Drillhole Original,-698,2355,132
Drillhole Original,-697,2359,131
Drillhole Original,-659,2410,130
Drillhole Original,-636,2397,130
Drillhole Original,-662,2395,130
Drillhole Original,-665,2431,129
Drillhole Original,-640,2435,129
Drillhole Original,-624,2421,128
Drillhole Original,-634,2397,128
Drillhole Original,-578,2328,127
Drillhole Original,-622,2332,127
Drillhole Original,-586,2345,126
Drillhole Original,-620,2365,126
Drillhole Original,-650,2413,126
Drillhole Original,-649,2419,126
Drillhole Original,-634,2382,125
Drillhole Original,-621,2365,125
Drillhole Original,-572,2337,124
Drillhole Original,-619,2418,124
Drillhole Original,-663,2419,123
Drillhole Original,-615,2418,123
Drillhole Original,-606,2384,122
Drillhole Original,-564,2333,121
Drillhole Original,-639,2380,121
Drillhole Original,-600,2388,121
Drillhole Original,-643,2426,120
Drillhole Original,-671,2392,120
Drillhole Original,-697,2360,120
Drillhole Original,-627,2376,119
Drillhole Original,-676,2361,118
Drillhole Original,-636,2351,118
Drillhole Original,-635,2376,117
Drillhole Original,-666,2359,117
Drillhole Original,-665,2365,117
Drillhole Original,-623,2367,116
Drillhole Original,-607,2384,116
Drillhole Original,-683,2324,116
Drillhole Original,-691,2369,116
Drillhole Original,-611,2414,116
Drillhole Original,-573,2325,116
Drillhole Original,-673,2403,116
Drillhole Original,-663,2422,116
Drillhole Original,-673,2412,115
Drillhole Original,-655,2358,114
Drillhole Original,-602,2405,114
Drillhole Original,-635,2380,114
Drillhole Original,-638,2369,113
Drillhole Original,-621,2371,113
Drillhole Original,-596,2382,112
Drillhole Original,-624,2329,112
Drillhole Original,-691,2358,112
Drillhole Original,-674,2427,112
Drillhole Original,-616,2381,112
Drillhole Original,-600,2373,112
Drillhole Original,-597,2400,111
Drillhole Original,-690,2372,110
Drillhole Original,-623,2361,110
Drillhole Original,-668,2442,110
Drillhole Original,-632,2362,110
Drillhole Original,-667,2363,109
Drillhole Original,-608,2377,109
Drillhole Original,-681,2318,108
Drillhole Original,-583,2341,108
Drillhole Original,-600,2322,107
Drillhole Original,-600,2401,107
Drillhole Original,-671,2359,107
Drillhole Original,-598,2401,107
Drillhole Original,-599,2388,106
Drillhole Original,-577,2342,106
Drillhole Original,-614,2378,105
Drillhole Original,-575,2327,105
Drillhole Original,-675,2380,105
Drillhole Original,-560,2315,105
Drillhole Original,-592,2388,105
Drillhole Original,-617,2418,105
Drillhole Original,-601,2374,104
Drillhole Original,-625,2414,104
Drillhole Original,-675,2413,104
Drillhole Original,-669,2417,103
Drillhole Original,-675,2359,103
Drillhole Original,-644,2427,103
Drillhole Original,-646,2433,103
Drillhole Original,-570,2328,102
Drillhole Original,-582,2341,102
Drillhole Original,-585,2339,102
Drillhole Original,-621,2358,102
Drillhole Original,-567,2332,102
Drillhole Original,-671,2316,102
Drillhole Original,-675,2429,100
Drillhole Original,-674,2424,100
Drillhole Original,-587,2344,100
Drillhole Original,-585,2326,99
Drillhole Original,-627,2428,99
Drillhole Original,-585,2372,99
Drillhole Original,-630,2344,99
Drillhole Original,-625,2417,98
Drillhole Original,-675,2426,98
Drillhole Original,-581,2329,97
Drillhole Original,-671,2405,97
Drillhole Original,-634,2422,97
Drillhole Original,-603,2372,95
Drillhole Original,-603,2322,94
Drillhole Original,-690,2376,94
Drillhole Original,-633,2382,94
Drillhole Original,-628,2390,94
Drillhole Original,-616,2316,94
Drillhole Original,-617,2389,93
Drillhole Original,-602,2402,92
Drillhole Original,-634,2363,92
Drillhole Original,-651,2402,92
Drillhole Original,-620,2372,92
Drillhole Original,-627,2377,92
Drillhole Original,-628,2336,92
Drillhole Original,-627,2399,92
Drillhole Original,-646,2406,92
Drillhole Original,-599,2386,92
Drillhole Original,-565,2333,92
Drillhole Original,-643,2410,91
Drillhole Original,-678,2407,91
Drillhole Original,-653,2379,91
Drillhole Original,-674,2352,90
Drillhole Original,-634,2377,90
Drillhole Original,-663,2430,90
Drillhole Original,-606,2324,90
Drillhole Original,-638,2405,90
Drillhole Original,-615,2380,90
Drillhole Original,-691,2374,89
Drillhole Original,-574,2334,88
Drillhole Original,-674,2421,88
Drillhole Original,-666,2429,88
Drillhole Original,-619,2371,87
Drillhole Original,-645,2406,87
Drillhole Original,-622,2377,86
Drillhole Original,-650,2327,86
Drillhole Original,-663,2432,86
Drillhole Original,-580,2345,86
Drillhole Original,-675,2360,86
Drillhole Original,-594,2390,85
Drillhole Original,-691,2365,85
Drillhole Original,-565,2334,84
Drillhole Original,-576,2334,84
Drillhole Original,-618,2404,84
Drillhole Original,-661,2441,84
Drillhole Original,-611,2377,84
Drillhole Original,-696,2358,84
Drillhole Original,-602,2383,84
Drillhole Original,-657,2416,84
Drillhole Original,-605,2323,83
Drillhole Original,-636,2352,82
Drillhole Original,-654,2430,82
Drillhole Original,-605,2371,82
Drillhole Original,-605,2317,82
Drillhole Original,-595,2373,81
Drillhole Original,-571,2328,80
Drillhole Original,-609,2373,80
Drillhole Original,-586,2373,80
Drillhole Original,-641,2393,79
Drillhole Original,-675,2412,79
Drillhole Original,-599,2372,79
Drillhole Original,-572,2356,79
Drillhole Original,-623,2370,78
Drillhole Original,-610,2415,78
Drillhole Original,-546,2321,78
Drillhole Original,-592,2392,78
Drillhole Original,-569,2329,77
Drillhole Original,-632,2390,77
Drillhole Original,-586,2372,77
Drillhole Original,-594,2373,77
Drillhole Original,-676,2426,76
Drillhole Original,-629,2343,75
Drillhole Original,-632,2347,75
Drillhole Original,-632,2344,75
Drillhole Original,-577,2363,75
Drillhole Original,-674,2370,75
Drillhole Original,-631,2344,75
Drillhole Original,-585,2345,75
Drillhole Original,-649,2415,75
Drillhole Original,-638,2434,75
Drillhole Original,-676,2421,74
Drillhole Original,-567,2337,74
Drillhole Original,-665,2439,74
Drillhole Original,-674,2429,74
Drillhole Original,-667,2441,74
Drillhole Original,-604,2323,74
Drillhole Original,-619,2381,74
Drillhole Original,-649,2412,73
Drillhole Original,-658,2394,72
Drillhole Original,-691,2366,72
Drillhole Original,-623,2421,72
Drillhole Original,-671,2372,72
Drillhole Original,-690,2371,72
Drillhole Original,-601,2322,72
Drillhole Original,-668,2432,72
Drillhole Original,-663,2442,71
Drillhole Original,-622,2359,71
Drillhole Original,-615,2417,71
Drillhole Original,-611,2401,70
Drillhole Original,-635,2423,70
Drillhole Original,-665,2441,70
Drillhole Original,-668,2373,69
Drillhole Original,-619,2374,69
Drillhole Original,-627,2358,68
Drillhole Original,-630,2336,68
Drillhole Original,-613,2417,68
Drillhole Original,-580,2344,68
Drillhole Original,-622,2331,68
Drillhole Original,-674,2380,68
Drillhole Original,-617,2382,68
Drillhole Original,-640,2344,68
Drillhole Original,-695,2360,67
Drillhole Original,-547,2311,67
Drillhole Original,-660,2396,67
Drillhole Original,-566,2330,66
Drillhole Original,-630,2345,66
Drillhole Original,-674,2353,66
Drillhole Original,-659,2438,66
Drillhole Original,-621,2376,66
Drillhole Original,-643,2419,65
Drillhole Original,-616,2367,65
Drillhole Original,-664,2420,65
Drillhole Original,-676,2417,65
Drillhole Original,-671,2414,65
Drillhole Original,-628,2354,65
Drillhole Original,-669,2390,64
Drillhole Original,-633,2376,64
Drillhole Original,-671,2389,64
Drillhole Original,-675,2418,64
Drillhole Original,-665,2358,64
Drillhole Original,-631,2389,64
Drillhole Original,-618,2418,64
Drillhole Original,-674,2423,64
Drillhole Original,-595,2390,64
Drillhole Original,-676,2406,64
Drillhole Original,-596,2374,63
Drillhole Original,-671,2417,63
Drillhole Original,-620,2371,63
Drillhole Original,-582,2346,63
Drillhole Original,-696,2361,63
Drillhole Original,-584,2353,63
Drillhole Original,-665,2427,63
Drillhole Original,-606,2323,62
Drillhole Original,-578,2361,62
Drillhole Original,-640,2369,62
Drillhole Original,-635,2428,62
Drillhole Original,-647,2418,62
Drillhole Original,-627,2354,62
Drillhole Original,-634,2368,62
Drillhole Original,-633,2432,62
Drillhole Original,-620,2373,61
Drillhole Original,-691,2356,61
Drillhole Original,-674,2402,61
Drillhole Original,-632,2421,61
Drillhole Original,-662,2429,60
Drillhole Original,-618,2422,60
Drillhole Original,-664,2429,60
Drillhole Original,-569,2346,60
Drillhole Original,-690,2369,60
Drillhole Original,-655,2394,60
Drillhole Original,-644,2404,60
Drillhole Original,-608,2405,60
Drillhole Original,-676,2413,60
Drillhole Original,-634,2341,60
Drillhole Original,-584,2329,60
Drillhole Original,-667,2432,60
Drillhole Original,-691,2367,59
Drillhole Original,-596,2375,59
Drillhole Original,-675,2424,59
Drillhole Original,-645,2407,59
Drillhole Original,-640,2368,58
Drillhole Original,-628,2358,58
Drillhole Original,-672,2373,58
Drillhole Original,-567,2333,58
Drillhole Original,-546,2311,57
Drillhole Original,-658,2441,57
Drillhole Original,-571,2338,56
Drillhole Original,-613,2368,56
Drillhole Original,-600,2336,56
Drillhole Original,-647,2410,56
Drillhole Original,-622,2386,56
Drillhole Original,-586,2354,56
Drillhole Original,-615,2316,56
Drillhole Original,-615,2333,56
Drillhole Original,-689,2353,56
Drillhole Original,-653,2416,55
Drillhole Original,-575,2356,55
Drillhole Original,-561,2313,55
Drillhole Original,-657,2393,54
Drillhole Original,-672,2374,54
Drillhole Original,-670,2386,54
Drillhole Original,-602,2342,54
Drillhole Original,-612,2373,53
Drillhole Original,-671,2388,53
Drillhole Original,-546,2320,53
Drillhole Original,-674,2372,53
Drillhole Original,-627,2385,53
Drillhole Original,-613,2416,53
Drillhole Original,-659,2407,52
Drillhole Original,-580,2341,52
Drillhole Original,-662,2424,52
Drillhole Original,-611,2316,52
Drillhole Original,-673,2375,52
Drillhole Original,-654,2360,52
Drillhole Original,-649,2366,52
Drillhole Original,-578,2336,52
Drillhole Original,-673,2392,52
Drillhole Original,-618,2419,52
Drillhole Original,-674,2397,51
Drillhole Original,-594,2372,51
Drillhole Original,-629,2356,51
Drillhole Original,-601,2333,51
Drillhole Original,-630,2357,51
Drillhole Original,-621,2421,51
Drillhole Original,-613,2371,51
Drillhole Original,-610,2379,50
Drillhole Original,-601,2372,50
Drillhole Original,-612,2380,50
Drillhole Original,-670,2390,50
Drillhole Original,-640,2408,50
Drillhole Original,-638,2409,50
Drillhole Original,-674,2412,50
Drillhole Original,-645,2396,49
Drillhole Original,-623,2362,49
Drillhole Original,-574,2324,49
Drillhole Original,-622,2376,48
Drillhole Original,-619,2365,48
Drillhole Original,-676,2410,48
Drillhole Original,-610,2414,48
Drillhole Original,-568,2329,48
Drillhole Original,-659,2395,48
Drillhole Original,-613,2419,48
Drillhole Original,-575,2362,48
Drillhole Original,-591,2375,47
Drillhole Original,-640,2434,47
Drillhole Original,-614,2315,47
Drillhole Original,-690,2373,47
Drillhole Original,-599,2401,46
Drillhole Original,-675,2427,46
Drillhole Original,-690,2354,46
Drillhole Original,-589,2345,46
Drillhole Original,-623,2325,46
Drillhole Original,-555,2344,46
Drillhole Original,-632,2370,46
Drillhole Original,-583,2370,46
Drillhole Original,-560,2320,46
Drillhole Original,-675,2431,46
Drillhole Original,-552,2342,45
Drillhole Original,-688,2337,45
Drillhole Original,-671,2416,45
Drillhole Original,-647,2354,45
Drillhole Original,-657,2394,45
Drillhole Original,-607,2404,44
Drillhole Original,-676,2418,44
Drillhole Original,-672,2391,44
Drillhole Original,-665,2429,44
Drillhole Original,-631,2339,44
Drillhole Original,-674,2415,43
Drillhole Original,-682,2322,43
Drillhole Original,-546,2326,43
Drillhole Original,-666,2428,42
Drillhole Original,-599,2373,42
Drillhole Original,-647,2417,42
Drillhole Original,-598,2374,42
Drillhole Original,-672,2415,42
Drillhole Original,-633,2381,42
Drillhole Original,-692,2368,42
Drillhole Original,-634,2383,41
Drillhole Original,-658,2389,41
Drillhole Original,-604,2371,41
Drillhole Original,-578,2337,41
Drillhole Original,-635,2427,40
Drillhole Original,-663,2441,40
Drillhole Original,-656,2407,40
Drillhole Original,-601,2385,40
Drillhole Original,-641,2392,40
Drillhole Original,-571,2356,40
Drillhole Original,-616,2379,40
Drillhole Original,-559,2314,40
Drillhole Original,-599,2374,39
Drillhole Original,-622,2372,39
Drillhole Original,-600,2372,39
Drillhole Original,-655,2389,39
Drillhole Original,-653,2393,39
Drillhole Original,-670,2399,39
Drillhole Original,-669,2401,39
Drillhole Original,-676,2423,39
Drillhole Original,-692,2347,38
Drillhole Original,-617,2381,38
Drillhole Original,-674,2376,38
Drillhole Original,-615,2382,38
Drillhole Original,-579,2367,38
Drillhole Original,-630,2376,38
Drillhole Original,-634,2427,38
Drillhole Original,-671,2390,38
Drillhole Original,-595,2372,38
Drillhole Original,-554,2344,38
Drillhole Original,-610,2374,38
Drillhole Original,-630,2380,37
Drillhole Original,-677,2361,37
Drillhole Original,-690,2374,37
Drillhole Original,-689,2338,36
Drillhole Original,-594,2376,36
Drillhole Original,-615,2381,36
Drillhole Original,-642,2377,36
Drillhole Original,-618,2357,36
Drillhole Original,-662,2414,36
Drillhole Original,-627,2378,36
Drillhole Original,-592,2389,36
Drillhole Original,-656,2389,36
Drillhole Original,-629,2378,36
Drillhole Original,-688,2342,36
Drillhole Original,-592,2373,36
Drillhole Original,-633,2424,35
Drillhole Original,-629,2403,35
Drillhole Original,-658,2393,35
Drillhole Original,-637,2433,35
Drillhole Original,-622,2385,35
Drillhole Original,-656,2425,35
Drillhole Original,-619,2424,34
Drillhole Original,-620,2328,34
Drillhole Original,-622,2371,34
Drillhole Original,-583,2372,34
Drillhole Original,-644,2411,34
Drillhole Original,-604,2373,34
Drillhole Original,-689,2376,33
Drillhole Original,-662,2430,33
Drillhole Original,-697,2361,33
Drillhole Original,-657,2389,33
Drillhole Original,-665,2428,33
Drillhole Original,-617,2419,33
Drillhole Original,-659,2424,33
Drillhole Original,-695,2359,33
Drillhole Original,-596,2383,33
Drillhole Original,-688,2354,32
Drillhole Original,-606,2318,32
Drillhole Original,-571,2355,32
Drillhole Original,-629,2425,32
Drillhole Original,-634,2327,32
Drillhole Original,-691,2357,32
Drillhole Original,-675,2423,32
Drillhole Original,-677,2417,31
Drillhole Original,-677,2413,31
Drillhole Original,-638,2404,31
Drillhole Original,-646,2398,31
Drillhole Original,-601,2323,31
Drillhole Original,-682,2320,31
Drillhole Original,-655,2433,31
Drillhole Original,-599,2335,30
Drillhole Original,-655,2388,30
Drillhole Original,-587,2371,30
Drillhole Original,-643,2411,30
Drillhole Original,-622,2395,30
Drillhole Original,-583,2371,30
Drillhole Original,-664,2398,30
Drillhole Original,-661,2397,30
Drillhole Original,-632,2422,30
Drillhole Original,-668,2374,30
Drillhole Original,-670,2392,30
Drillhole Original,-575,2326,30
Drillhole Original,-648,2396,30
Drillhole Original,-663,2431,30
Drillhole Original,-572,2327,29
Drillhole Original,-659,2440,29
Drillhole Original,-607,2405,29
Drillhole Original,-580,2348,29
Drillhole Original,-606,2379,29
Drillhole Original,-692,2362,29
Drillhole Original,-661,2412,28
Drillhole Original,-692,2356,28
Drillhole Original,-670,2389,28
Drillhole Original,-632,2371,28
Drillhole Original,-674,2428,28
Drillhole Original,-584,2316,28
Drillhole Original,-591,2392,28
Drillhole Original,-653,2430,28
Drillhole Original,-677,2416,28
Drillhole Original,-646,2413,27
Drillhole Original,-676,2420,27
Drillhole Original,-670,2371,27
